orig_order,sequence_id,lon,lat,height_m,morphology,vent_field,chimney_name,dist_from_axis_m,utm9n_easting,utm9n_northing,seafloor_depth_m,col_wgs84,row_wgs84,col_utm1m,row_utm1m
239,210,-129.097582952,47.948117206,13,chimney,MEF,,26.9904,492713.455,5310538.301,-2205.986,138,128,139,192
236,214,-129.097208953,47.948691638,6,chimney,MEF,,22.3411,492741.462,5310602.111,-2205.35,166,85,167,128
235,215,-129.097058188,47.94888021,4,chimney,MEF,,18.8485,492752.746,5310623.056,-2206.998,177,71,178,107
234,216,-129.097598094,47.948960645,13,chimney,MEF,Dudley,59.8079,492712.443,5310632.046,-2186.986,137,65,138,98
233,217,-129.097290094,47.949000645,12,chimney,MEF,,39.6752,492735.447,5310636.463,-2197.19,160,62,161,94
232,218,-129.097566094,47.949024645,9,chimney,MEF,,59.9692,492714.842,5310639.157,-2193.685,139,60,140,91
231,219,-129.099169312,47.949027364,8,chimney,MEF,,172.7058,492595.131,5310639.611,-2183.852,19,60,21,91
230,220,-129.097126094,47.949116645,5,chimney,MEF,,32.5207,492747.709,5310649.34,-2201.53,172,54,173,81
228,222,-129.098521095,47.949185646,8,chimney,MEF,Grotto,133.1239,492643.556,5310657.142,-2187.239,68,48,69,73
227,223,-129.098347095,47.949239646,8,chimney,MEF,,122.9324,492656.556,5310663.127,-2188.78,81,44,82,67
226,224,-129.097966679,47.949258629,24,chimney,MEF,Dante,96.9211,492684.963,5310665.201,-2187.327,109,43,110,65
225,225,-129.098640095,47.949290646,13,chimney,MEF,Grotto N. Tower,145.4371,492634.685,5310668.823,-2181.95,59,41,60,62
224,226,-129.097022094,47.949293645,13,chimney,MEF,,31.7669,492755.499,5310669.003,-2206.342,180,40,181,61
223,227,-129.097630094,47.949344645,4,chimney,MEF,,76.4706,492710.108,5310674.729,-2190.598,134,37,136,56
222,228,-129.097816679,47.949345629,23,chimney,MEF,Dante,89.6479,492696.176,5310674.856,-2185.044,120,37,122,56
221,229,-129.098343094,47.949587646,8,chimney,MEF,Lobo,135.6575,492656.904,5310701.805,-2191.312,81,18,82,29
220,230,-129.097605094,47.949591645,8,chimney,MEF,,83.8286,492712.009,5310702.179,-2188.473,136,18,138,28
219,231,-129.096924239,47.949647565,10,chimney,MEF,Crypto,37.9415,492762.855,5310708.33,-2201.552,187,14,188,22
218,232,-129.09754823,47.949722631,22,chimney,MEF,TP,84.6596,492716.274,5310716.732,-2190.722,140,8,142,14
217,233,-129.096861093,47.949808645,12,chimney,MEF,Crypto,39.4411,492767.593,5310726.228,-2202.12,192,2,193,4
